count,geoid,minwage,place,region,state
15,2102368,7.25,"Ashland city, Kentucky",Ashland,Kentucky
10,3937464,8.3,"Ironton city, Ohio",Ironton,Ohio
5,4767760,7.25,"Shelbyville city, Tennessee",Shelbyville,Tennessee
1,168736,7.25,"Scottsboro city, Alabama",Scottsboro,Alabama
15,133448,7.25,"Hartselle city, Alabama",Hartselle,Alabama
66,102956,7.25,"Athens city, Alabama",Athens,Alabama
33,120104,7.25,"Decatur city, Alabama",Decatur,Alabama
177,1753234,8.25,"Normal town, Illinois",Normal,Illinois
8,608058,11.0,"Brawley city, California",Brawley,California
16,609710,11.0,"Calexico city, California",Calexico,California
11,4775320,7.25,"Tullahoma city, Tennessee",Tullahoma,Tennessee
35,621782,11.0,"El Centro city, California",El Centro,California
12,607218,11.0,"Blythe city, California",Blythe,California
9,118976,7.25,"Cullman city, Alabama",Cullman,Alabama
2443,137000,7.25,"Huntsville city, Alabama",Huntsville,Alabama
1903,145784,7.25,"Madison city, Alabama",Madison,Alabama
3000,1836003,7.25,"Indianapolis city (balance), Indiana",Indianapolis,Indiana
259,1808416,7.25,"Brownsburg town, Indiana",Brownsburg,Indiana
295,1860246,7.25,"Plainfield town, Indiana",Plainfield,Indiana
594,1829898,7.25,"Greenwood city, Indiana",Greenwood,Indiana
622,1810342,7.25,"Carmel city, Indiana",Carmel,Indiana
62,1886372,7.25,"Zionsville town, Indiana",Zionsville,Indiana
16,1825450,7.25,"Franklin city, Indiana",Franklin,Indiana
278,1802908,7.25,"Avon town, Indiana",Avon,Indiana
77,656826,11.0,"Phelan CDP, California",Phelan,California
79,1804204,7.25,"Beech Grove city, Indiana",Beech Grove,Indiana
89,600296,11.0,"Adelanto city, California",Adelanto,California
33,1882700,7.25,"Westfield city, Indiana",Westfield,Indiana
5,1829718,7.25,"Greensburg city, Indiana",Greensburg,Indiana
80,1854180,7.25,"Noblesville city, Indiana",Noblesville,Indiana
132,1869318,7.25,"Shelbyville city, Indiana",Shelbyville,Indiana
38,604030,11.0,"Barstow city, California",Barstow,California
13,1842624,7.25,"Lebanon city, Indiana",Lebanon,Indiana
1489,616350,11.0,"Corona city, California",Corona,California
234,1829520,7.25,"Greenfield city, Indiana",Greenfield,Indiana
1067,1823278,7.25,"Fishers city, Indiana",Fishers,Indiana
1,663218,11.0,"Rowland Heights CDP, California",Rowland Heights,California
70,616742,11.0,"Covina city, California",Covina,California
387,648788,11.0,"Montclair city, California",Montclair,California
2324,665000,11.0,"San Bernardino city, California",San Bernardino,California
784,602364,11.0,"Apple Valley town, California",Apple Valley,California
736,630658,11.0,"Grand Terrace city, California",Grand Terrace,California
18,666070,11.0,"San Dimas city, California",San Dimas,California
751,614890,11.0,"Colton city, California",Colton,California
97,607064,11.0,"Bloomington CDP, California",Bloomington,California
4,613214,11.0,"Chino Hills city, California",Chino Hills,California
458,642370,11.0,"Loma Linda city, California",Loma Linda,California
1,603386,11.0,"Azusa city, California",Azusa,California
131,651560,11.0,"Norco city, California",Norco,California
3,639444,11.0,"Lake Arrowhead CDP, California",Lake Arrowhead,California
70,684200,11.0,"West Covina city, California",West Covina,California
284,658072,11.0,"Pomona city, California",Pomona,California
3,686832,11.0,"Yorba Linda city, California",Yorba Linda,California
210,646884,11.0,"Mentone CDP, California",Mentone,California
438,660466,11.0,"Rialto city, California",Rialto,California
29,619192,11.0,"Diamond Bar city, California",Diamond Bar,California
782,613756,11.0,"Claremont city, California",Claremont,California
122,624680,11.0,"Fontana city, California",Fontana,California
737,681344,11.0,"Upland city, California",Upland,California
702,653896,11.0,"Ontario city, California",Ontario,California
551,640830,11.0,"La Verne city, California",La Verne,California
280,630014,11.0,"Glendora city, California",Glendora,California
635,659962,11.0,"Redlands city, California",Redlands,California
721,659451,11.0,"Rancho Cucamonga city, California",Rancho Cucamonga,California
2639,649270,11.0,"Moreno Valley city, California",Moreno Valley,California
2566,662000,11.0,"Riverside city, California",Riverside,California
972,656700,11.0,"Perris city, California",Perris,California
831,682590,11.0,"Victorville city, California",Victorville,California
777,633434,11.0,"Hesperia city, California",Hesperia,California
45,3618388,10.4,"Cortland city, New York",Cortland,New York
0,2811100,7.25,"Canton city, Mississippi",Canton,Mississippi
2,2881520,7.25,"Yazoo City city, Mississippi",Yazoo,Mississippi
8,2876720,7.25,"Vicksburg city, Mississippi",Vicksburg,Mississippi
53,2855760,7.25,"Pearl city, Mississippi",Pearl,Mississippi
1,4746240,7.25,"Martin city, Tennessee",Martin,Tennessee
0,2815700,7.25,"Corinth city, Mississippi",Corinth,Mississippi
2,4722200,7.25,"Dyersburg city, Tennessee",Dyersburg,Tennessee
551,2808300,7.25,"Brandon city, Mississippi",Brandon,Mississippi
463,2844520,7.25,"Madison city, Mississippi",Madison,Mississippi
700,3638077,10.4,"Ithaca city, New York",Ithaca,New York
352,2814420,7.25,"Clinton city, Mississippi",Clinton,Mississippi
0,1222660,8.25,"Fleming Island CDP, Florida",Fleming Island,Florida
910,2836000,7.25,"Jackson city, Mississippi",Jackson,Mississippi
155,1245350,8.25,"Middleburg CDP, Florida",Middleburg,Florida
301,4737640,7.25,"Jackson city, Tennessee",Jackson,Tennessee
450,2862520,7.25,"Ridgeland city, Mississippi",Ridgeland,Mississippi
382,1202400,8.25,"Atlantic Beach city, Florida",Atlantic Beach,Florida
3000,1235000,8.25,"Jacksonville city, Florida",Jacksonville,Florida
110,1222175,8.25,"Fernandina Beach city, Florida",Fernandina Beach,Florida
355,1235050,8.25,"Jacksonville Beach city, Florida",Jacksonville Beach,Florida
236,1279175,8.25,"Yulee CDP, Florida",Yulee,Florida
35,5506500,7.25,"Beloit city, Wisconsin",Beloit,Wisconsin
17,5537825,7.25,"Janesville city, Wisconsin",Janesville,Wisconsin
15,5586925,7.25,"Whitewater city, Wisconsin",Whitewater,Wisconsin
1,3441310,8.6,"Long Branch city, New Jersey",Long Branch,New Jersey
2,3462430,8.6,"Red Bank borough, New Jersey",Red Bank borough,New Jersey
898,1938595,7.25,"Iowa City city, Iowa",Iowa,Iowa
1,507330,8.5,"Blytheville city, Arkansas",Blytheville,Arkansas
0,504030,8.5,"Batesville city, Arkansas",Batesville,Arkansas
167,1957360,7.25,"North Liberty city, Iowa",North Liberty,Iowa
0,2938306,7.7,"Kennett city, Missouri",Kennett,Missouri
49,535710,8.5,"Jonesboro city, Arkansas",Jonesboro,Arkansas
52,2978118,7.7,"Webb City city, Missouri",Webb,Missouri
5,3404180,8.6,"Beachwood borough, New Jersey",Beachwood borough,New Jersey
27,2056025,7.25,"Pittsburg city, Kansas",Pittsburg,Kansas
3,2911656,7.7,"Carthage city, Missouri",Carthage,Missouri
717,1916230,7.25,"Coralville city, Iowa",Coralville,Iowa
2,3425200,8.6,"Freehold borough, New Jersey",Freehold borough,New Jersey
11,553390,8.5,"Paragould city, Arkansas",Paragould,Arkansas
84,2937592,7.7,"Joplin city, Missouri",Joplin,Missouri
0,4048000,7.25,"Miami city, Oklahoma",Miami,Oklahoma
19,236400,9.84,"Juneau city and borough, Alaska",Juneau,Alaska
7,3401960,8.6,"Asbury Park city, New Jersey",Asbury Park,New Jersey
19,3040075,8.15,"Kalispell city, Montana",Kalispell,Montana
6,3473110,8.6,"Toms River CDP, New Jersey",Toms River,New Jersey
5,3438580,8.6,"Lakewood CDP, New Jersey",Lakewood,New Jersey
21,2038650,7.25,"Lansing city, Kansas",Lansing,Kansas
219,2641420,9.25,"Jackson city, Michigan",Jackson,Michigan
207,2928324,7.7,"Grandview city, Missouri",Grandview,Missouri
253,2904384,7.7,"Belton city, Missouri",Belton,Missouri
556,2642160,9.25,"Kalamazoo city, Michigan",Kalamazoo,Michigan
229,2665560,9.25,"Portage city, Michigan",Portage,Michigan
22,2039000,7.25,"Leavenworth city, Kansas",Leavenworth,Kansas
56,2052575,7.25,"Olathe city, Kansas",Olathe,Kansas
78,2960752,7.7,"Raymore city, Missouri",Raymore,Missouri
576,2928090,7.7,"Grain Valley city, Missouri",Grain Valley,Missouri
440,2600440,9.25,"Adrian city, Michigan",Adrian,Michigan
54,2676960,9.25,"Sturgis city, Michigan",Sturgis,Michigan
2724,2941348,7.7,"Lee's Summit city, Missouri",Lee's Summit,Missouri
3000,2938000,7.7,"Kansas City city, Missouri",Kansas,Missouri
128,2942032,7.7,"Liberty city, Missouri",Liberty,Missouri
1074,2906652,7.7,"Blue Springs city, Missouri",Blue Springs,Missouri
14,2923086,7.7,"Excelsior Springs city, Missouri",Excelsior Springs,Missouri
2,2930610,7.7,"Harrisonville city, Missouri",Harrisonville,Missouri
1009,2935000,7.7,"Independence city, Missouri",Independence,Missouri
79,2977092,7.7,"Warrensburg city, Missouri",Warrensburg,Missouri
3000,2036000,7.25,"Kansas City city, Kansas",Kansas,Kansas
6,1236550,8.25,"Key West city, Florida",Key West,Florida
38,4139700,9.5,"Klamath Falls city, Oregon",Klamath Falls,Oregon
15,4816624,7.25,"Copperas Cove city, Texas",Copperas Cove,Texas
9,4829168,7.25,"Gatesville city, Texas",Gatesville,Texas
118,4807492,7.25,"Belton city, Texas",Belton,Texas
113,4755120,7.25,"Oak Ridge city, Tennessee",Oak Ridge,Tennessee
6,4767120,7.25,"Sevierville city, Tennessee",Sevierville,Tennessee
9,4750280,7.25,"Morristown city, Tennessee",Morristown,Tennessee
0,1844658,7.25,"Logansport city, Indiana",Logansport,Indiana
226,4872176,7.25,"Temple city, Texas",Temple,Texas
320,4832312,7.25,"Harker Heights city, Texas",Harker Heights,Texas
1,4767200,7.25,"Seymour CDP, Tennessee",Seymour,Tennessee
3000,4746380,7.25,"Maryville city, Tennessee",Maryville,Tennessee
3000,4740000,7.25,"Knoxville city, Tennessee",Knoxville,Tennessee
2,1859328,7.25,"Peru city, Indiana",Peru,Indiana
1883,4839148,7.25,"Killeen city, Texas",Killeen,Texas
89,1846908,7.25,"Marion city, Indiana",Marion,Indiana
131,1840392,7.25,"Kokomo city, Indiana",Kokomo,Indiana
0,1825324,7.25,"Frankfort city, Indiana",Frankfort,Indiana
0,1879370,7.25,"Wabash city, Indiana",Wabash,Indiana
51,5375775,11.5,"Walla Walla city, Washington",Walla Walla,Washington
20,4133700,9.5,"Hermiston city, Oregon",Hermiston,Oregon
10,4157150,9.5,"Pendleton city, Oregon",Pendleton,Oregon
5,5327925,11.5,"Grandview city, Washington",Grandview,Washington
167,5540775,7.25,"La Crosse city, Wisconsin",La Crosse,Wisconsin
2046,5335275,11.5,"Kennewick city, Washington",Kennewick,Washington
1108,5353545,11.5,"Pasco city, Washington",Pasco,Washington
1798,5377665,11.5,"West Richland city, Washington",West Richland,Washington
1801,5358235,11.5,"Richland city, Washington",Richland,Washington
3,2224565,7.25,"Eunice city, Louisiana",Eunice,Louisiana
13,2218650,7.25,"Crowley city, Louisiana",Crowley,Louisiana
11,2254035,7.25,"New Iberia city, Louisiana",New Iberia,Louisiana
2,2258045,7.25,"Opelousas city, Louisiana",Opelousas,Louisiana
18,5559925,7.25,"Onalaska city, Wisconsin",Onalaska,Wisconsin
848,2044250,7.25,"Manhattan city, Kansas",Manhattan,Kansas
26,2771032,9.65,"Winona city, Minnesota",Winona,Minnesota
1402,2240735,7.25,"Lafayette city, Louisiana",Lafayette,Louisiana
1596,2200100,7.25,"Abbeville city, Louisiana",Abbeville,Louisiana
596,2283335,7.25,"Youngsville city, Louisiana",Youngsville,Louisiana
701,2210075,7.25,"Broussard city, Louisiana",Broussard,Louisiana
0,2220610,7.25,"DeRidder city, Louisiana",DeRidder,Louisiana
0,2238355,7.25,"Jennings city, Louisiana",Jennings,Louisiana
203,2273640,7.25,"Sulphur city, Louisiana",Sulphur,Louisiana
25,1237775,8.25,"Lake City city, Florida",Lake,Florida
242,2241155,7.25,"Lake Charles city, Louisiana",Lake Charles,Louisiana
0,1237648,8.25,"Lake Butler CDP, Florida",Lake Butler,Florida
1755,1238250,8.25,"Lakeland city, Florida",Lakeland,Florida
238,1278275,8.25,"Winter Haven city, Florida",Winter Haven,Florida
62,1203675,8.25,"Bartow city, Florida",Bartow,Florida
15,1227800,8.25,"Groveland city, Florida",Groveland,Florida
51,1228400,8.25,"Haines City city, Florida",Haines,Florida
814,1257550,8.25,"Plant City city, Florida",Plant,Florida
109,1230225,8.25,"Highland City CDP, Florida",Highland,Florida
106,4241216,7.25,"Lancaster city, Pennsylvania",Lancaster,Pennsylvania
15,1202550,8.25,"Auburndale city, Florida",Auburndale,Florida
3000,2646000,9.25,"Lansing city, Michigan",Lansing,Michigan
1204,2637100,9.25,"Haslett CDP, Michigan",Haslett,Michigan
2037,2624120,9.25,"East Lansing city, Michigan",East Lansing,Michigan
13,4223832,7.25,"Ephrata borough, Pennsylvania",Ephrata borough,Pennsylvania
277,4841464,7.25,"Laredo city, Texas",Laredo,Texas
938,2638780,9.25,"Holt CDP, Michigan",Holt,Michigan
732,2660340,9.25,"Okemos CDP, Michigan",Okemos,Michigan
6,3501780,7.5,"Alamogordo city, New Mexico",Alamogordo,New Mexico
3,3520270,7.5,"Deming city, New Mexico",Deming,New Mexico
2,1760352,8.25,"Plano city, Illinois",Plano,Illinois
1,3253800,7.25,"Pahrump CDP, Nevada",Pahrump,Nevada
2,1773170,8.25,"Streator city, Illinois",Streator,Illinois
6,1749607,8.25,"Minooka village, Illinois",Minooka,Illinois
4,1750491,8.25,"Morris city, Illinois",Morris,Illinois
3000,3539380,7.5,"Las Cruces city, New Mexico",Las Cruces,New Mexico
35,2025425,7.25,"Gardner city, Kansas",Gardner,Kansas
580,3514250,7.5,"Chaparral CDP, New Mexico",Chaparral,New Mexico
3000,3206500,7.25,"Boulder City city, Nevada",Boulder,Nevada
10,1756926,8.25,"Ottawa city, Illinois",Ottawa,Illinois
3,1784038,8.25,"Yorkville city, Illinois",Yorkville,Illinois
1229,2038900,7.25,"Lawrence city, Kansas",Lawrence,Kansas
3000,3240000,7.25,"Las Vegas city, Nevada",Las Vegas,Nevada
3000,3251800,7.25,"North Las Vegas city, Nevada",North Las Vegas,Nevada
3000,3231900,7.25,"Henderson city, Nevada",Henderson,Nevada
2,2053550,7.25,"Ottawa city, Kansas",Ottawa,Kansas
7,4021900,7.25,"Duncan city, Oklahoma",Duncan,Oklahoma
6,4001700,7.25,"Altus city, Oklahoma",Altus,Oklahoma
2,4023500,7.25,"Elk City city, Oklahoma",Elk,Oklahoma
6,1646540,7.25,"Lewiston city, Idaho",Lewiston,Idaho
1366,4041850,7.25,"Lawton city, Oklahoma",Lawton,Oklahoma
6,2144146,7.25,"Lawrenceburg city, Kentucky",Lawrenceburg,Kentucky
0,2119882,7.25,"Danville city, Kentucky",Danville,Kentucky
9,2183676,7.25,"Winchester city, Kentucky",Winchester,Kentucky
29,2128900,7.25,"Frankfort city, Kentucky",Frankfort,Kentucky
54,2105842,7.25,"Berea city, Kentucky",Berea,Kentucky
2,2171688,7.25,"Somerset city, Kentucky",Somerset,Kentucky
446,2130700,7.25,"Georgetown city, Kentucky",Georgetown,Kentucky
60,2165226,7.25,"Richmond city, Kentucky",Richmond,Kentucky
0,3905130,8.3,"Bellefontaine city, Ohio",Bellefontaine,Ohio
11,3110110,9.0,"Columbus city, Nebraska",Columbus,Nebraska
12,3927048,8.3,"Findlay city, Ohio",Findlay,Ohio
2,3912868,8.3,"Celina city, Ohio",Celina,Ohio
3,3972424,8.3,"Sidney city, Ohio",Sidney,Ohio
6,3103390,9.0,"Beatrice city, Nebraska",Beatrice,Nebraska
1880,2156136,7.25,"Nicholasville city, Kentucky",Nicholasville,Kentucky
0,3921308,8.3,"Defiance city, Ohio",Defiance,Ohio
1,501870,8.5,"Arkadelphia city, Arkansas",Arkadelphia,Arkansas
2938,3128000,9.0,"Lincoln city, Nebraska",Lincoln,Nebraska
46,3943554,8.3,"Lima city, Ohio",Lima,Ohio
18,505290,8.5,"Benton city, Arkansas",Benton,Arkansas
4,561670,8.5,"Russellville city, Arkansas",Russellville,Arkansas
38,555310,8.5,"Pine Bluff city, Arkansas",Pine Bluff,Arkansas
144,544600,8.5,"Maumelle city, Arkansas",Maumelle,Arkansas
53,510300,8.5,"Cabot city, Arkansas",Cabot,Arkansas
3,533482,8.5,"Hot Springs Village CDP, Arkansas",Hot Springs Village,Arkansas
26,4945860,7.25,"Logan city, Utah",Logan,Utah
1,563020,8.5,"Searcy city, Arkansas",Searcy,Arkansas
2243,509460,8.5,"Bryant city, Arkansas",Bryant,Arkansas
3000,541000,8.5,"Little Rock city, Arkansas",Little Rock,Arkansas
406,563800,8.5,"Sherwood city, Arkansas",Sherwood,Arkansas
5,543610,8.5,"Malvern city, Arkansas",Malvern,Arkansas
3000,550450,8.5,"North Little Rock city, Arkansas",North Little Rock,Arkansas
0,5633740,5.15,"Green River city, Wyoming",Green River,Wyoming
6,4969640,7.25,"Smithfield city, Utah",Smithfield,Utah
20,515190,8.5,"Conway city, Arkansas",Conway,Arkansas
113,534750,8.5,"Jacksonville city, Arkansas",Jacksonville,Arkansas
1,4908460,7.25,"Brigham City city, Utah",Brigham,Utah
0,3622315,10.4,"East Islip CDP, New York",East Islip,New York
1,3651440,10.4,"North Babylon CDP, New York",North Babylon,New York
0,3665409,10.4,"Sayville CDP, New York",Sayville,New York
0,3658442,10.4,"Plainview CDP, New York",Plainview,New York
3,3678146,10.4,"Wantagh CDP, New York",Wantagh,New York
0,3625417,10.4,"Farmingville CDP, New York",Farmingville,New York
0,3645997,10.4,"Massapequa Park village, New York",Massapequa Park,New York
27,3671608,10.4,"Stony Brook CDP, New York",Stony Brook,New York
0,3649825,10.4,"Nesconset CDP, New York",Nesconset,New York
0,3634374,10.4,"Hicksville CDP, New York",Hicksville,New York
1,3622502,10.4,"East Meadow CDP, New York",East Meadow,New York
0,3679444,10.4,"Westbury village, New York",Westbury,New York
0,3666212,10.4,"Selden CDP, New York",Selden,New York
3,3679246,10.4,"West Babylon CDP, New York",West Babylon,New York
2,3642081,10.4,"Levittown CDP, New York",Levittown,New York
2,3606387,10.4,"Bethpage CDP, New York",Bethpage,New York
1,3613552,10.4,"Central Islip CDP, New York",Central Islip,New York
0,3630543,10.4,"Greenlawn CDP, New York",Greenlawn,New York
0,3635254,10.4,"Holtsville CDP, New York",Holtsville,New York
4,3618157,10.4,"Coram CDP, New York",Coram,New York
2,3663319,10.4,"Rocky Point CDP, New York",Rocky Point,New York
4,3663473,10.4,"Ronkonkoma CDP, New York",Ronkonkoma,New York
5,918920,10.1,"Darien CDP, Connecticut",Darien,Connecticut
4,3640530,10.4,"Lake Grove village, New York",Lake Grove,New York
0,3672554,10.4,"Syosset CDP, New York",Syosset,New York
0,3638539,10.4,"Jericho CDP, New York",Jericho,New York
4,3647306,10.4,"Miller Place CDP, New York",Miller Place,New York
2,3632732,10.4,"Hauppauge CDP, New York",Hauppauge,New York
3,3666058,10.4,"Seaford CDP, New York",Seaford,New York
0,3646085,10.4,"Mastic Beach village, New York",Mastic Beach,New York
6,3666481,10.4,"Setauket-East Setauket CDP, New York",Setauket-East Setauket,New York
3,3680302,10.4,"West Islip CDP, New York",West Islip,New York
3,3605738,10.4,"Bellmore CDP, New York",Bellmore,New York
0,3683294,10.4,"Wyandanch CDP, New York",Wyandanch,New York
0,3635056,10.4,"Holbrook CDP, New York",Holbrook,New York
1,3619972,10.4,"Deer Park CDP, New York",Deer Park,New York
1,3613376,10.4,"Centereach CDP, New York",Centereach,New York
0,3682750,10.4,"Woodbury village, New York",Woodbury,New York
4,3637044,10.4,"Huntington Station CDP, New York",Huntington Station,New York
9,3649066,10.4,"Mount Sinai CDP, New York",Mount Sinai,New York
1,3608026,10.4,"Brentwood CDP, New York",Brentwood,New York
0,3622612,10.4,"East Northport CDP, New York",East Northport,New York
0,3646404,10.4,"Medford CDP, New York",Medford,New York
4,3646976,10.4,"Middle Island CDP, New York",Middle Island,New York
