count,geoid,place,region,state
15,3959416,"Painesville city, Ohio",Painesville,Ohio
11,1313492,"Carrollton city, Georgia",Carrollton,Georgia
24,1321324,"Dallas city, Georgia",Dallas,Georgia
200,3902736,"Athens city, Ohio",Athens,Ohio
3000,1355776,"Norcross city, Georgia",Norcross,Georgia
1384,1303440,"Athens-Clarke County unified government (balance), Georgia",Athens-Clarke,Georgia
1429,1349756,"Marietta city, Georgia",Marietta,Georgia
809,1301696,"Alpharetta city, Georgia",Alpharetta,Georgia
542,1319336,"Conyers city, Georgia",Conyers,Georgia
5,1346356,"Lilburn city, Georgia",Lilburn,Georgia
161,1312988,"Canton city, Georgia",Canton,Georgia
926,1369392,"Scottdale CDP, Georgia",Scottdale,Georgia
3,1363952,"Redan CDP, Georgia",Redan,Georgia
3000,1304000,"Atlanta city, Georgia",Atlanta,Georgia
70,1348288,"Mableton CDP, Georgia",Mableton,Georgia
28,1374936,"Suwanee city, Georgia",Suwanee,Georgia
7,1359724,"Peachtree City city, Georgia",Peachtree,Georgia
15,1362524,"Powder Springs city, Georgia",Powder Springs,Georgia
802,1330536,"Forest Park city, Georgia",Forest Park,Georgia
1389,1316544,"Clarkston city, Georgia",Clarkston,Georgia
1413,1377652,"Tucker city, Georgia",Tucker,Georgia
410,1346832,"Lithia Springs CDP, Georgia",Lithia Springs,Georgia
1761,1365464,"Riverdale city, Georgia",Riverdale,Georgia
876,1373704,"Stockbridge city, Georgia",Stockbridge,Georgia
259,1343192,"Kennesaw city, Georgia",Kennesaw,Georgia
327,1378324,"Union City city, Georgia",Union,Georgia
280,1328380,"Fairburn city, Georgia",Fairburn,Georgia
140,1371604,"Snellville city, Georgia",Snellville,Georgia
37,1335324,"Griffin city, Georgia",Griffin,Georgia
56,1379528,"Villa Rica city, Georgia",Villa Rica,Georgia
392,1367284,"Roswell city, Georgia",Roswell,Georgia
180,1324600,"Duluth city, Georgia",Duluth,Georgia
263,1300408,"Acworth city, Georgia",Acworth,Georgia
34,1311784,"Buford city, Georgia",Buford,Georgia
83,1328968,"Fayetteville city, Georgia",Fayetteville,Georgia
1132,1345488,"Lawrenceville city, Georgia",Lawrenceville,Georgia
2,101132,"Alexander City city, Alabama",Alexander,Alabama
1469,1371492,"Smyrna city, Georgia",Smyrna,Georgia
52,1320064,"Covington city, Georgia",Covington,Georgia
175,1355020,"Newnan city, Georgia",Newnan,Georgia
309,1384176,"Woodstock city, Georgia",Woodstock,Georgia
239,1323900,"Douglasville city, Georgia",Douglasville,Georgia
2797,1322052,"Decatur city, Georgia",Decatur,Georgia
259,157048,"Opelika city, Alabama",Opelika,Alabama
73,4829336,"Georgetown city, Texas",Georgetown,Texas
1,671106,"Shafter city, California",Shafter,California
4,1344340,"LaGrange city, Georgia",LaGrange,Georgia
247,1328044,"Evans CDP, Georgia",Evans,Georgia
313,4500550,"Aiken city, South Carolina",Aiken,South Carolina
2153,1304204,"Augusta-Richmond County consolidated government (balance), Georgia",Augusta-Richmond,Georgia
61,1335716,"Grovetown city, Georgia",Grovetown,Georgia
28,602924,"Arvin city, California",Arvin,California
960,4550695,"North Augusta city, South Carolina",North Augusta,South Carolina
0,683542,"Wasco city, California",Wasco,California
2003,4842016,"Leander city, Texas",Leander,Texas
1010,4835624,"Hutto city, Texas",Hutto,Texas
3000,4805000,"Austin city, Texas",Austin,Texas
4,609780,"California City city, California",California,California
3000,4863500,"Round Rock city, Texas",Round Rock,Texas
3000,4857176,"Pflugerville city, Texas",Pflugerville,Texas
17,660704,"Ridgecrest city, California",Ridgecrest,California
648,4813552,"Cedar Park city, Texas",Cedar Park,Texas
47,662826,"Rosamond CDP, California",Rosamond,California
5,678092,"Tehachapi city, California",Tehachapi,California
237,640088,"Lamont CDP, California",Lamont,California
0,618394,"Delano city, California",Delano,California
771,603526,"Bakersfield city, California",Bakersfield,California
0,2471150,"Severn CDP, Maryland",Severn,Maryland
4,2460975,"Perry Hall CDP, Maryland",Perry Hall,Maryland
9,2425150,"Edgewood CDP, Maryland",Edgewood,Maryland
121,2461400,"Pikesville CDP, Maryland",Pikesville,Maryland
72,2464950,"Randallstown CDP, Maryland",Randallstown,Maryland
123,2460275,"Parkville CDP, Maryland",Parkville,Maryland
64,2414125,"Catonsville CDP, Maryland",Catonsville,Maryland
1237,2452300,"Middle River CDP, Maryland",Middle River,Maryland
0,2418250,"Cockeysville CDP, Maryland",Cockeysville,Maryland
691,2468400,"Rosedale CDP, Maryland",Rosedale,Maryland
118,2459425,"Owings Mills CDP, Maryland",Owings Mills,Maryland
187,2478425,"Towson CDP, Maryland",Towson,Maryland
751,2425750,"Elkridge CDP, Maryland",Elkridge,Maryland
13,2400125,"Aberdeen city, Maryland",Aberdeen,Maryland
5,2262385,"Prairieville CDP, Louisiana",Prairieville,Louisiana
270,2423975,"Dundalk CDP, Maryland",Dundalk,Maryland
117,2465600,"Reisterstown CDP, Maryland",Reisterstown,Maryland
16,2419125,"Columbia CDP, Maryland",Columbia,Maryland
4,2283405,"Zachary city, Louisiana",Zachary,Louisiana
2912,2220435,"Denham Springs city, Louisiana",Denham Springs,Louisiana
126,2203985,"Baker city, Louisiana",Baker,Louisiana
32,2232755,"Hammond city, Louisiana",Hammond,Louisiana
207,2229850,"Gonzales city, Louisiana",Gonzales,Louisiana
16,2426000,"Ellicott City CDP, Maryland",Ellicott,Maryland
1850,2426600,"Essex CDP, Maryland",Essex,Maryland
3000,2205000,"Baton Rouge city, Louisiana",Baton Rouge,Louisiana
3000,2404000,"Baltimore city, Maryland",Baltimore,Maryland
87,4807000,"Beaumont city, Texas",Beaumont,Texas
702,2605920,"Battle Creek city, Michigan",Battle Creek,Michigan
19,4850580,"Nederland city, Texas",Nederland,Texas
7,4831328,"Groves city, Texas",Groves,Texas
18,4858940,"Port Neches city, Texas",Port Neches,Texas
6,4875476,"Vidor city, Texas",Vidor,Texas
0,4845120,"Lumberton city, Texas",Lumberton,Texas
139,4858820,"Port Arthur city, Texas",Port Arthur,Texas
4,4161200,"Redmond city, Oregon",Redmond,Oregon
62,5305280,"Bellingham city, Washington",Bellingham,Washington
2,2725118,"Grand Rapids city, Minnesota",Grand Rapids,Minnesota
37,2617020,"Coldwater city, Michigan",Coldwater,Michigan
7,5323620,"Ferndale city, Washington",Ferndale,Washington
13,4105800,"Bend city, Oregon",Bend,Oregon
24,2705068,"Bemidji city, Minnesota",Bemidji,Minnesota
0,174352,"Sylacauga city, Alabama",Sylacauga,Alabama
196,2108902,"Bowling Green city, Kentucky",Bowling Green,Kentucky
3,176944,"Trussville city, Alabama",Trussville,Alabama
1,100820,"Alabaster city, Alabama",Alabaster,Alabama
2,4760280,"Portland city, Tennessee",Portland,Tennessee
17,2131114,"Glasgow city, Kentucky",Glasgow,Kentucky
4,129056,"Gardendale city, Alabama",Gardendale,Alabama
0,151096,"Moody city, Alabama",Moody,Alabama
126,105980,"Bessemer city, Alabama",Bessemer,Alabama
0,114104,"Chelsea city, Alabama",Chelsea,Alabama
15,125120,"Fairfield city, Alabama",Fairfield,Alabama
28,161008,"Pleasant Grove city, Alabama",Pleasant Grove,Alabama
0,158896,"Pell City city, Alabama",Pell,Alabama
50,141968,"Leeds city, Alabama",Leeds,Alabama
73,158848,"Pelham city, Alabama",Pelham,Alabama
3000,107000,"Birmingham city, Alabama",Birmingham,Alabama
0,2112160,"Campbellsville city, Kentucky",Campbellsville,Kentucky
9,111416,"Calera city, Alabama",Calera,Alabama
177,134024,"Helena city, Alabama",Helena,Alabama
8,5669845,"Sheridan city, Wyoming",Sheridan,Wyoming
120,3624526,"Endwell CDP, New York",Endwell,New York
0,3664309,"Rye city, New York",Rye,New York
232,3006550,"Billings city, Montana",Billings,Montana
19,3624515,"Endicott village, New York",Endicott,New York
12,3819620,"Dickinson city, North Dakota",Dickinson,North Dakota
651,3638748,"Johnson City village, New York",Johnson,New York
707,3606607,"Binghamton city, New York",Binghamton,New York
804,3849900,"Mandan city, North Dakota",Mandan,North Dakota
800,3807200,"Bismarck city, North Dakota",Bismarck,North Dakota
74,5116608,"Christiansburg town, Virginia",Christiansburg,Virginia
0,1868832,"Seymour city, Indiana",Seymour,Indiana
1,1847448,"Martinsville city, Indiana",Martinsville,Indiana
0,1880504,"Washington city, Indiana",Washington,Indiana
1,5187410,"Woodlawn CDP (Fairfax County), Virginia",Woodlawn,Virginia
18,5165392,"Radford city, Virginia",Radford,Virginia
143,5107784,"Blacksburg town, Virginia",Blacksburg,Virginia
9,1804114,"Bedford city, Indiana",Bedford,Indiana
66,1814734,"Columbus city, Indiana",Columbus,Indiana
521,1805860,"Bloomington city, Indiana",Bloomington,Indiana
376,1706613,"Bloomington city, Illinois",Bloomington,Illinois
1,1761015,"Pontiac city, Illinois",Pontiac,Illinois
47,1656260,"Nampa city, Idaho",Nampa,Idaho
12,1612250,"Caldwell city, Idaho",Caldwell,Idaho
5,1654730,"Mountain Home city, Idaho",Mountain Home,Idaho
56,1623410,"Eagle city, Idaho",Eagle,Idaho
14,1644290,"Kuna city, Idaho",Kuna,Idaho
8,4154900,"Ontario city, Oregon",Ontario,Oregon
444,1608830,"Boise City city, Idaho",Boise,Idaho
99,1652120,"Meridian city, Idaho",Meridian,Idaho
34,3707080,"Boone town, North Carolina",Boone,North Carolina
26,845970,"Longmont city, Colorado",Longmont,Colorado
28,3008950,"Bozeman city, Montana",Bozeman,Montana
24,2707300,"Brainerd city, Minnesota",Brainerd,Minnesota
2,826600,"Firestone town, Colorado",Firestone,Colorado
0,824950,"Erie town, Colorado",Erie,Colorado
101,807850,"Boulder city, Colorado",Boulder,Colorado
2,828360,"Frederick town, Colorado",Frederick,Colorado
139,830835,"Golden city, Colorado",Golden,Colorado
136,4810768,"Brownsville city, Texas",Brownsville,Texas
19,846355,"Louisville city, Colorado",Louisville,Colorado
459,809280,"Broomfield city, Colorado",Broomfield,Colorado
2,841835,"Lafayette city, Colorado",Lafayette,Colorado
156,4832372,"Harlingen city, Texas",Harlingen,Texas
143,4865036,"San Benito city, Texas",San Benito,Texas
204,1311560,"Brunswick city, Georgia",Brunswick,Georgia
1,1380956,"Waycross city, Georgia",Waycross,Georgia
2,1368040,"St. Simons CDP, Georgia",St. Simons,Georgia
62,1343640,"Kingsland city, Georgia",Kingsland,Georgia
964,3651055,"Niagara Falls city, New York",Niagara Falls,New York
269,3653682,"North Tonawanda city, New York",North Tonawanda,New York
39,3620313,"Depew village, New York",Depew,New York
30,3641135,"Lancaster village, New York",Lancaster,New York
352,3674183,"Tonawanda CDP, New York",Tonawanda,New York
0,2566035,"South Yarmouth CDP, Massachusetts",South Yarmouth,Massachusetts
1589,3611000,"Buffalo city, New York",Buffalo,New York
1,2500135,"Abington CDP, Massachusetts",Abington,Massachusetts
46,2911242,"Cape Girardeau city, Missouri",Cape Girardeau,Missouri
11,1751180,"Mount Vernon city, Illinois",Mount Vernon,Illinois
4,1712164,"Centralia city, Illinois",Centralia,Illinois
16,1746916,"Marion city, Illinois",Marion,Illinois
14,1734358,"Herrin city, Illinois",Herrin,Illinois
516,1912000,"Cedar Rapids city, Iowa",Cedar Rapids,Iowa
205,1949485,"Marion city, Iowa",Marion,Iowa
1,2253545,"Natchitoches city, Louisiana",Natchitoches,Louisiana
9,2200975,"Alexandria city, Louisiana",Alexandria,Louisiana
133,2656020,"Mount Pleasant city, Michigan",Mount Pleasant,Michigan
24,2260530,"Pineville city, Louisiana",Pineville,Louisiana
539,1711163,"Carbondale city, Illinois",Carbondale,Illinois
8,2965000,"St. Louis city, Missouri",St. Louis,Missouri
9,2608300,"Big Rapids city, Michigan",Big Rapids,Michigan
9,1238950,"Lake Wales city, Florida",Lake Wales,Florida
11,1202750,"Avon Park city, Florida",Avon Park,Florida
12,1264875,"Sebring city, Florida",Sebring,Florida
0,1248850,"Nocatee CDP, Florida",Nocatee,Florida
308,1762783,"Rantoul village, Illinois",Rantoul,Illinois
1,1718563,"Danville city, Illinois",Danville,Illinois
0,4281824,"Waynesboro borough, Pennsylvania",Waynesboro borough,Pennsylvania
1080,1777005,"Urbana city, Illinois",Urbana,Illinois
1287,1712385,"Champaign city, Illinois",Champaign,Illinois
133,5414600,"Charleston city, West Virginia",Charleston,West Virginia
11,4212536,"Chambersburg borough, Pennsylvania",Chambersburg borough,Pennsylvania
750,4570270,"Summerville town, South Carolina",Summerville,South Carolina
225,4539220,"Ladson CDP, South Carolina",Ladson,South Carolina
145,4529815,"Goose Creek city, South Carolina",Goose Creek,South Carolina
6,4548535,"Mount Pleasant town, South Carolina",Mount Pleasant,South Carolina
8,5471212,"St. Albans city, West Virginia",St. Albans,West Virginia
872,4513330,"Charleston city, South Carolina",Charleston,South Carolina
817,4550875,"North Charleston city, South Carolina",North Charleston,South Carolina
1680,3725580,"Gastonia city, North Carolina",Gastonia,North Carolina
111,3744960,"Mount Holly city, North Carolina",Mount Holly,North Carolina
249,4561405,"Rock Hill city, South Carolina",Rock Hill,South Carolina
661,4526890,"Fort Mill town, South Carolina",Fort Mill,South Carolina
3000,3741960,"Matthews town, North Carolina",Matthews,North Carolina
12,3743920,"Monroe city, North Carolina",Monroe,North Carolina
24,3714700,"Cornelius town, North Carolina",Cornelius,North Carolina
156,3704840,"Belmont city, North Carolina",Belmont,North Carolina
137,3733560,"Indian Trail town, North Carolina",Indian Trail,North Carolina
3000,3712000,"Charlotte city, North Carolina",Charlotte,North Carolina
4,3735880,"Kings Mountain city, North Carolina",Kings Mountain,North Carolina
387,3729800,"Harrisburg town, North Carolina",Harrisburg,North Carolina
134,3716400,"Davidson town, North Carolina",Davidson,North Carolina
0,3771460,"Waxhaw town, North Carolina",Waxhaw,North Carolina
85,3714100,"Concord city, North Carolina",Concord,North Carolina
160,3744220,"Mooresville town, North Carolina",Mooresville,North Carolina
116,3735200,"Kannapolis city, North Carolina",Kannapolis,North Carolina
1,3700680,"Albemarle city, North Carolina",Albemarle,North Carolina
498,3733120,"Huntersville town, North Carolina",Huntersville,North Carolina
149,5114968,"Charlottesville city, Virginia",Charlottesville,Virginia
5,5183680,"Waynesboro city, Virginia",Waynesboro,Virginia
7,4745500,"Manchester city, Tennessee",Manchester,Tennessee
11,4702320,"Athens city, Tennessee",Athens,Tennessee
44,4716300,"Collegedale city, Tennessee",Collegedale,Tennessee
54,3621105,"Dunkirk city, New York",Dunkirk,New York
56,4715400,"Cleveland city, Tennessee",Cleveland,Tennessee
981,4769560,"Soddy-Daisy city, Tennessee",Soddy-Daisy,Tennessee
0,1704975,"Bellwood village, Illinois",Bellwood,Illinois
4,1747774,"Maywood village, Illinois",Maywood,Illinois
3000,4714000,"Chattanooga city, Tennessee",Chattanooga,Tennessee
17,1726935,"Forest Park village, Illinois",Forest Park,Illinois
62,3627419,"Fredonia village, New York",Fredonia,New York
4,1727702,"Franklin Park village, Illinois",Franklin Park,Illinois
3,1750647,"Morton Grove village, Illinois",Morton Grove,Illinois
4,1768081,"Schiller Park village, Illinois",Schiller Park,Illinois
18,1717458,"Crest Hill city, Illinois",Crest Hill,Illinois
5,1764304,"River Forest village, Illinois",River Forest,Illinois
2,1738830,"Justice village, Illinois",Justice,Illinois
25,1743744,"Lincolnwood village, Illinois",Lincolnwood,Illinois
28,3638264,"Jamestown city, New York",Jamestown,New York
11,1705573,"Berwyn city, Illinois",Berwyn,Illinois
0,1780047,"Westchester village, Illinois",Westchester,Illinois
7,1765338,"Rolling Meadows city, Illinois",Rolling Meadows,Illinois
15,1714065,"Chicago Ridge village, Illinois",Chicago Ridge,Illinois
1,1733695,"Hazel Crest village, Illinois",Hazel Crest,Illinois
0,1708576,"Brookfield village, Illinois",Brookfield,Illinois
2,1709642,"Burbank city, Illinois",Burbank,Illinois
5,1748892,"Midlothian village, Illinois",Midlothian,Illinois
0,1745434,"Lyons village, Illinois",Lyons,Illinois
11,1764343,"River Grove village, Illinois",River Grove,Illinois
0,1747007,"Markham city, Illinois",Markham,Illinois
5,1734514,"Hickory Hills city, Illinois",Hickory Hills,Illinois
7,1757394,"Palos Hills city, Illinois",Palos Hills,Illinois
3,1770850,"South Holland village, Illinois",South Holland,Illinois
9,1723724,"Elmwood Park village, Illinois",Elmwood Park,Illinois
4,1706704,"Blue Island city, Illinois",Blue Island,Illinois
11,1754820,"Oak Lawn village, Illinois",Oak Lawn,Illinois
5,1708225,"Bridgeview village, Illinois",Bridgeview,Illinois
4,1782075,"Wilmette village, Illinois",Wilmette,Illinois
4,1753000,"Niles village, Illinois",Niles,Illinois
6,1724634,"Evergreen Park village, Illinois",Evergreen Park,Illinois
1440,1714000,"Chicago city, Illinois",Chicago,Illinois
39,1738570,"Joliet city, Illinois",Joliet,Illinois
13,1783518,"Worth village, Illinois",Worth,Illinois
9,1851912,"Munster town, Indiana",Munster,Indiana
0,1782530,"Winnetka village, Illinois",Winnetka,Illinois
13,1714351,"Cicero town, Illinois",Cicero,Illinois
1,1765806,"Roselle village, Illinois",Roselle,Illinois
1,1735879,"Homewood village, Illinois",Homewood,Illinois
18,1723620,"Elmhurst city, Illinois",Elmhurst,Illinois
21,1706587,"Bloomingdale village, Illinois",Bloomingdale,Illinois
0,1734722,"Highland Park city, Illinois",Highland Park,Illinois
24,1710487,"Calumet City city, Illinois",Calumet,Illinois
3,1780645,"Westmont village, Illinois",Westmont,Illinois
5,1701010,"Alsip village, Illinois",Alsip,Illinois
2,1753442,"North Aurora village, Illinois",North Aurora,Illinois
6,1757732,"Park Forest village, Illinois",Park Forest,Illinois
25,1729730,"Glendale Heights village, Illinois",Glendale Heights,Illinois
3,1729938,"Glenview village, Illinois",Glenview,Illinois
9,1764278,"Riverdale village, Illinois",Riverdale,Illinois
11,1751089,"Mount Prospect village, Illinois",Mount Prospect,Illinois
3,1733383,"Harvey city, Illinois",Harvey,Illinois
25,1757875,"Park Ridge city, Illinois",Park Ridge,Illinois
9,1729756,"Glen Ellyn village, Illinois",Glen Ellyn,Illinois
19,1841535,"Lake Station city, Indiana",Lake Station,Indiana
9,1781048,"Wheaton city, Illinois",Wheaton,Illinois
8,1757381,"Palos Heights city, Illinois",Palos Heights,Illinois
