	GeoID	Place Name	Indeed job count	Craigslist affordable house count	Population	Unemployment rate	Employment to population ratio	Number of people below the poverty level	Number of people with a bachelors degree or higher	Public transportation proportion	Simpsons diversity score	Affordable housing in market	Proportion of public transit to work under 30 minutes	SNAP-authorized Stores per 1000 people (2016)	Farmers Markets per 1000 people (2016)	Farmer Markets with SNAP per 1000 people (2016)	Farmer Markets with WIC per 1000 people (2016)	Farmer Markets with WIC Cash per 1000 people (2016)	Farmer Markets with SFMNP per 1000 people (2016)	Employment to population ratio percentage	Indeed job count normalized	Craigslist affordable house count normalized	Number of people below the poverty level normalized	Number of people with a bachelors degree or higher normalized	Population min_max_normalized	Unemployment rate min_max_normalized	Public transportation proportion min_max_normalized	Simpsons diversity score min_max_normalized	Affordable housing in market min_max_normalized	Proportion of public transit to work under 30 minutes min_max_normalized	SNAP-authorized Stores per 1000 people (2016) min_max_normalized	Farmers Markets per 1000 people (2016) min_max_normalized	Farmer Markets with SNAP per 1000 people (2016) min_max_normalized	Farmer Markets with WIC per 1000 people (2016) min_max_normalized	Farmer Markets with WIC Cash per 1000 people (2016) min_max_normalized	Farmer Markets with SFMNP per 1000 people (2016) min_max_normalized	Employment to population ratio percentage min_max_normalized	Indeed job count normalized min_max_normalized	Craigslist affordable house count normalized min_max_normalized	Number of people below the poverty level normalized min_max_normalized	Number of people with a bachelors degree or higher normalized min_max_normalized
17528	3586595	Zuni Pueblo CDP, New Mexico	1.0		7532	20.1	48.4	1639	197	0.019933554817275746	0.03659915718870055	0	0.528							0.484	0.0001327668613913967		0.2176048858204992	0.02615507169410515	0.00017886222581765172	0.6836734693877552	0.02830542606910767	0.04749907490341381	0.0	0.5279999999999999							0.5181347150259067	0.0004389379693841243		0.58575941098668	0.040490416143400675
17534	3600408	Airmont village, New York	553.0		8869	3.8	56.1	322	1729	0.09104890802829899	0.2357354350245866	0	0.14200000000000002							0.561	0.062352012628255724		0.036306235201262825	0.19494869771112866	0.00033516209243085454	0.1292517006802721	0.1292884364325447	0.31046680713318736	0.0	0.142							0.6178756476683938	0.3767736494863359		0.0977308890213906	0.3301997588210949
17536	3601000	Albany city, New York	109.0	448.0	98498	7.1	57.9	14940	18937	0.16806429070580015	0.5599057460544126	1972	0.8006012024048096	1.034186246	0.092960561	0.02324014025	0.02324014025	0.02324014025	0.0	0.579	0.0011066214542427258	0.004548315701841662	0.1516782066640947	0.19225771081646328	0.0108130983262938	0.24149659863945577	0.23864942299740727	0.7385471773909243	0.04880946487797634	0.8006012024048094	0.14634922180324128	0.07418252768274769	0.051500150783287964	0.018545631920686922	0.051500150783287964	0.0	0.6411917098445595	0.00632932257213907	0.015722302834731514	0.40829477086449834	0.32558107704498823
17537	3601000	Albany city, New York	109.0	447.0	98498	7.1	57.9	14940	18937	0.16806429070580015	0.5599057460544126	1972	0.8006012024048096	1.034186246	0.092960561	0.02324014025	0.02324014025	0.02324014025	0.0	0.579	0.0011066214542427258	0.004538163211435765	0.1516782066640947	0.19225771081646328	0.0108130983262938	0.24149659863945577	0.23864942299740727	0.7385471773909243	0.04880946487797634	0.8006012024048094	0.14634922180324128	0.07418252768274769	0.051500150783287964	0.018545631920686922	0.051500150783287964	0.0	0.6411917098445595	0.00632932257213907	0.01568720840876113	0.40829477086449834	0.32558107704498823
17552	3602044	Amityville village, New York	337.0		9513	5.8	61.0	510	2021	0.15625759416767923	0.4167295917414763	40	0.14500000000000002							0.61	0.035425207610638075		0.053610848312835066	0.21244612635341112	0.0004104478920560622	0.19727891156462585	0.22188404526906869	0.5494771143254592	0.000990049997524875	0.145							0.6813471502590673	0.21390617538758894		0.14431228789654424	0.3602315122120332
17553	3602066	Amsterdam city, New York	75.0	14.0	17974	8.8	53.9	2590	1403	0.016640986132511557	0.32777802725955196	270	0.34299999999999997	0.77003371	0.03422372	0.0	0.0	0.0	0.0	0.539	0.004172693891176143	0.0007789028596862134	0.1440970290419495	0.07805719372426839	0.001399567691169233	0.2993197278911565	0.0236300151683244	0.4320128760444784	0.006682837483292906	0.3429999999999999	0.10136723377042295	0.027310528561747874	0.0	0.0	0.0	0.0	0.5893782383419689	0.02487454072484646	0.0026924574813191704	0.3878873883657601	0.12957274710428407
17554	3602066	Amsterdam city, New York	75.0	14.0	17974	8.8	53.9	2590	1403	0.016640986132511557	0.32777802725955196	270	0.34299999999999997	0.77003371	0.03422372	0.0	0.0	0.0	0.0	0.539	0.004172693891176143	0.0007789028596862134	0.1440970290419495	0.07805719372426839	0.001399567691169233	0.2993197278911565	0.0236300151683244	0.4320128760444784	0.006682837483292906	0.3429999999999999	0.10136723377042295	0.027310528561747874	0.0	0.0	0.0	0.0	0.5893782383419689	0.02487454072484646	0.0026924574813191704	0.3878873883657601	0.12957274710428407
17573	3603078	Auburn city, New York	111.0	96.0	26962	8.3	53.2	2538	3312	0.03136825333598885	0.19865704744106705	388	0.9620379620379622	0.6634804120000001	0.040650879	0.01742180528687574	0.011614536856562128	0.0	0.005807268430313609	0.532	0.004116905274089459	0.0035605667235368297	0.09413248275350493	0.12283955196202062	0.002450295590286261	0.28231292517006806	0.04454257074856343	0.26150325511977507	0.009603484975991287	0.962037962037962	0.0832224934318584	0.03243940144407612	0.03860672050768644	0.009268400412129757	0.0	0.004634200207686849	0.5803108808290155	0.024537101836629847	0.012307920549148943	0.253390393531378	0.20643505449560556
17574	3603078	Auburn city, New York	111.0	96.0	26962	8.3	53.2	2538	3312	0.03136825333598885	0.19865704744106705	388	0.9620379620379622	0.6634804120000001	0.040650879	0.01742180528687574	0.011614536856562128	0.0	0.005807268430313609	0.532	0.004116905274089459	0.0035605667235368297	0.09413248275350493	0.12283955196202062	0.002450295590286261	0.28231292517006806	0.04454257074856343	0.26150325511977507	0.009603484975991287	0.962037962037962	0.0832224934318584	0.03243940144407612	0.03860672050768644	0.009268400412129757	0.0	0.004634200207686849	0.5803108808290155	0.024537101836629847	0.012307920549148943	0.253390393531378	0.20643505449560556
17580	3603408	Babylon village, New York	293.0	2.0	12177	3.4	66.0	273	3833	0.1537330501552034	0.1142120652181925	0	0.122	0.852182489	0.01853914	0.008651598667284637	0.006179713332715362	0.003707828	0.0	0.66	0.02406175576907284	0.00016424406668309106	0.022419315102241932	0.31477375379814404	0.0007218785911267969	0.11564625850340136	0.21829922085825096	0.14999014603357572	0.0	0.12199999999999997	0.11535617913450849	0.01479423372094683	0.01917194264271499	0.004931411239822469	0.008216546846290957	0.0	0.7461139896373058	0.14517404406834827	0.0005677475189670311	0.06034940235600583	0.535861779683103
17583	3604143	Baldwin CDP, New York	484.0		25214	5.4	63.7	907	5322	0.17543558492833233	0.596439135206794	24	0.1931931931931932	0.7026852859999999	0.020566399	0.0	0.0	0.0	0.0	0.637	0.019195684936939794		0.035972079003728084	0.21107321329420164	0.0022459484198749835	0.1836734693877551	0.24911657878382512	0.78679103632248	0.000594029998514925	0.19319319319319314	0.08989861019303212	0.016411986403050367	0.0	0.0	0.0	0.0	0.716321243523316	0.11574148923324755		0.09683139112313588	0.3578751096077246
17584	3604154	Baldwin Harbor CDP, New York	461.0		7335	6.0	62.1	262	2004	0.19611206403659234	0.5368121933781878	0	0.064							0.621	0.06284935241990457		0.03571915473755965	0.27321063394683026	0.00015583225295093446	0.20408163265306123	0.27847694908070164	0.708051181169681	0.0	0.06399999999999999							0.6955958549222798	0.3797818220334185		0.09615055728700009	0.46452481977595617
17585	3604198	Baldwinsville village, New York	154.0		7532	7.0	54.9	300	1179	0.0009448818897637795	0.03294677610168806	18	1.0							0.5489999999999999	0.020446096654275093		0.03983005841741901	0.15653212958045673	0.00017886222581765172	0.2380952380952381	0.0013417217711498282	0.04267595386224354	0.00044552249888619376	0.9999999999999998							0.6023316062176165	0.12330463673079252		0.10721648767297377	0.2642633904658861
17592	3604715	Batavia city, New York	39.0	9.0	14868	5.3	58.2	1734	2017	0.008400537634408602	0.18377043574337837	241	0.64	0.895983328	0.021738374	0.008695349599999999	0.008695349599999999	0.0043476748	0.008695349599999999	0.5820000000000001	0.002623083131557708	0.0006053268765133172	0.11662631154156577	0.13566047888081786	0.0010364656824178432	0.18027210884353742	0.011928669980400717	0.2418448655924152	0.005965051235087372	0.6399999999999999	0.12281493325271768	0.017347222453110225	0.019268894709592067	0.006938888981244088	0.009634447354796035	0.006938888981244088	0.645077720207254	0.015501680109182354	0.002092452039485938	0.31394037544951614	0.2284402829974739
17596	3604913	Bayport CDP, New York	173.0		8181	5.9	57.5	174	2111	0.06605859590934218	0.09119460468957274	21	0.13813813813813813							0.575	0.02114655910035448		0.021268793546021268	0.2580369148025914	0.00025473254252069485	0.20068027210884357	0.09380247125417067	0.11959463265610971	0.0005197762487005594	0.1381381381381381							0.6360103626943004	0.12754140188801552		0.05725237249586191	0.4384813707252791
17597	3604935	Bay Shore CDP, New York	262.0	0.0	30392	6.6	66.3	1557	5500	0.12106160575283564	0.6066341765431489	68	0.133	0.45435261	0.013212192	0.0	0.0	0.0	0.0	0.6629999999999999	0.008620689655172414	0.0	0.051230586996578044	0.18096867596735983	0.002851274305681389	0.22448979591836735	0.17190613329412485	0.8002540121767314	0.0016830849957922874	0.13299999999999998	0.0476105533409497	0.010543329216674772	0.0	0.0	0.0	0.0	0.7499999999999999	0.051778357735814406	0.0	0.13790498476385993	0.3062051151513235
17598	3605034	Bayville village, New York	549.0		6752	3.3	58.4	151	1729	0.11170036460059662	0.04914130085638535	0	0.0							0.584	0.08130924170616113		0.022363744075829382	0.25607227488151657	8.767756167531946e-05	0.11224489795918367	0.15861327500674371	0.06406149694641901	0.0	0.0							0.6476683937823833	0.49143693812416994		0.060199813565402154	0.43510935631002184
17599	3605039	Baywood CDP, New York	288.0		7360	4.8	69.8	305	898	0.08306709265175719	0.5367076468216551	0	0.256							0.698	0.0391304347826087		0.041440217391304345	0.1220108695652174	0.00015875483834011179	0.163265306122449	0.11795434739980651	0.7079131230961717	0.0	0.25599999999999995							0.7953367875647668	0.23631733742727642		0.11155079188026074	0.20501274348700016
17600	3605100	Beacon city, New York	86.0	25.0	14279	7.6	58.1	761	3065	0.11380186282811176	0.45621634666997335	159	0.10300000000000001	0.759224005	0.030217871	0.030217871	0.030217871	0.0	0.0151089355	0.581	0.006022830730443308	0.0017508228867567756	0.05329504867287625	0.2146508859163807	0.0009676095706488256	0.2585034013605442	0.16159737910952712	0.6016210155247035	0.003935448740161378	0.10299999999999998	0.09952647150362307	0.024113861059543287	0.06696280212207173	0.024113861059543287	0.0	0.012056930529771644	0.6437823834196891	0.0360651410783355	0.006052123344125584	0.1434622030724164	0.36401565654747076
17609	3605738	Bellmore CDP, New York	423.0	3.0	15767	5.0	65.6	253	4785	0.1446975861133713	0.1447314333012476	0	0.025	0.8704248440000001	0.0					0.6559999999999999	0.026828185450624722	0.00019027081879875688	0.01604617238536183	0.3034819559840172	0.0011415618530126596	0.17006802721088435	0.20546896244320367	0.1902922401628075	0.0	0.024999999999999994	0.1184626319693979	0.0					0.7409326424870466	0.16190686529282564	0.0006577149938283951	0.04319386694650602	0.5164810755678292
17614	3606387	Bethpage CDP, New York	478.0	1.0	17016	4.9	59.9	203	4711	0.12588028169014084	0.162278537930857	99	0.019000000000000003	0.778623423	0.02293364	0.007908151723979769	0.010280597242091044	0.006326521380101161	0.010280597242091044	0.599	0.028091208274565117	5.876821814762576e-05	0.01192994828396803	0.27685707569346496	0.0012875742190559581	0.16666666666666669	0.1787485995147596	0.21346392119347204	0.0024503737438740657	0.019	0.1028299581993542	0.01830104472117127	0.01752446421669408	0.008203916599713704	0.014019571375388102	0.008203916599713704	0.667098445595855	0.16954629139368124	0.00020314590792376404	0.03211361479118207	0.47078339876651293
17617	3606607	Binghamton city, New York	29.0	720.0	45964	11.7	48.6	9236	5414	0.08926334252067152	0.35531975837360075	1268	0.7079999999999999	0.690660783	0.013243735	0.005297494	0.0	0.002648747	0.0	0.486	0.0006309285527804369	0.01566443303454878	0.20093986598207292	0.11778783395700983	0.0046716942928921555	0.3979591836734694	0.12675295327708186	0.468382876786947	0.03138458492153854	0.7079999999999997	0.08785098249186712	0.010568500530676385	0.011739246701558235	0.0	0.005869623350779118	0.0	0.5207253886010362	0.003452081798227092	0.054147727653079666	0.5408997003793995	0.197764526246647
17618	3606607	Binghamton city, New York	29.0	707.0	45964	11.7	48.6	9236	5414	0.08926334252067152	0.35531975837360075	1268	0.7079999999999999	0.690660783	0.013243735	0.005297494	0.0	0.002648747	0.0	0.486	0.0006309285527804369	0.015381602993647202	0.20093986598207292	0.11778783395700983	0.0046716942928921555	0.3979591836734694	0.12675295327708186	0.468382876786947	0.03138458492153854	0.7079999999999997	0.08785098249186712	0.010568500530676385	0.011739246701558235	0.0	0.005869623350779118	0.0	0.5207253886010362	0.003452081798227092	0.05317006034823239	0.5408997003793995	0.197764526246647
17619	3606644	Binghamton University CDP, New York			6240	7.8	20.0	0	16	0.12871287128712872	0.4828407552577165	0	0.654							0.2			0.0	0.002564102564102564	2.7823012904968043e-05	0.2653061224489796	0.18277084522841305	0.6367796537415319	0.0	0.6539999999999999							0.15025906735751296			0.0	0.0
17629	3607157	Bohemia CDP, New York	182.0		9282	3.7	68.2	371	1579	0.0703967446592065	0.047947595174130386	29	0.0							0.682	0.0196078431372549		0.03996983408748114	0.17011419952596424	0.0003834432030600638	0.12585034013605442	0.0999625942147605	0.06248515897513744	0.0007177862482055343	0.0							0.7746113989637307	0.1182344387298732		0.10759274261714538	0.28757500861738317
17635	3608026	Brentwood CDP, New York	275.0	0.0	63115	5.6	64.9	4040	4444	0.038053901281921876	0.5501558318762321	119	0.26099999999999995	0.821360953	0.023865209	0.023865209	0.0	0.0	0.0	0.649	0.0043571258813277355	0.0	0.06401014022023291	0.0704111542422562	0.006676704773283361	0.19047619047619047	0.054036116450390824	0.7256720104513071	0.002945398742636503	0.2609999999999999	0.11010764363112388	0.019044436783218845	0.05288530313299985	0.0	0.0	0.0	0.7318652849740933	0.025990082370405287	0.0	0.172305607437084	0.11644944899942528
17639	3608103	Briarcliff Manor village, New York	405.0		7864	4.6	56.4	48	2923	0.34457181389076197	0.2629267933162993	0	0.07692307692307691							0.564	0.05150050864699898		0.006103763987792472	0.3716937945066124	0.00021767415978592646	0.1564625850340136	0.48928814217976174	0.3463741260000783	0.0	0.0769230769230769							0.621761658031088	0.3111380479939406		0.016430408650108617	0.6335566273379241
17643	3608257	Brighton CDP, New York	197.0		36753	3.8	60.9	2542	13282	0.036189462480042574	0.3214615954141399	452	0.8889999999999999	0.821675375	0.016854879	0.0	0.016854879	0.016854879	0.016854879	0.609	0.005360106657959895		0.0691644219519495	0.36138546513209807	0.0035948969321036653	0.1292517006802721	0.05138863409459781	0.42367176524225264	0.011187564972031088	0.8889999999999997	0.1101611859020232	0.013450193442860813	0.0	0.013450193442860813	0.037350411856231114	0.013450193442860813	0.6800518134715026	0.032056637446390014		0.1861801535891415	0.6158639016250792
17647	3608466	Brockport village, New York	166.0		8415	7.9	49.0	1331	914	0.048467274233637114	0.15446846570313688	66	0.65							0.49	0.019726678550207963		0.15816993464052287	0.10861556743909685	0.0002820879417633945	0.2687074829931973	0.06882299018750102	0.20315039618138514	0.0016335824959160439	0.6499999999999999							0.5259067357512953	0.11895321778771105		0.42576951984093003	0.1820216847278494
17649	3608532	Bronxville village, New York	826.0		6428	7.4	57.5	76	2665	0.5541259982253771	0.15292558484364516	0	0.207							0.575	0.1285003111387679		0.011823273179838207	0.41459240821406346	4.980085503158146e-05	0.25170068027210885	0.7868527525329014	0.20111295787466119	0.0	0.20699999999999993							0.6360103626943004	0.7768733377816315		0.03182646155964308	0.7071857653109217
17655	3611000	Buffalo city, New York	208.0	1589.0	259574	8.8	54.2	42975	36837	0.12778175862421948	0.5996624958017753	4034	0.621	0.7793102540000001	0.022588703	0.00564717575	0.00376478383408629	0.0018823919165913703	0.0	0.542	0.0008013129204003483	0.006121568415943045	0.16555972477983158	0.14191328869609438	0.02964343289217881	0.2993197278911565	0.1814486756062067	0.7910476179711519	0.09984654225038364	0.6209999999999999	0.10294691722723412	0.018025784995153653	0.01251414145939706	0.003004297499793135	0.004171380486298829	0.0	0.5932642487046632	0.004482656036871855	0.021160613899341582	0.44566171620865	0.2391723080402305
17656	3611000	Buffalo city, New York	208.0	1581.0	259574	8.8	54.2	42975	36837	0.12778175862421948	0.5996624958017753	4034	0.621	0.7793102540000001	0.022588703	0.00564717575	0.00376478383408629	0.0018823919165913703	0.0	0.542	0.0008013129204003483	0.006090748688235339	0.16555972477983158	0.14191328869609438	0.02964343289217881	0.2993197278911565	0.1814486756062067	0.7910476179711519	0.09984654225038364	0.6209999999999999	0.10294691722723412	0.018025784995153653	0.01251414145939706	0.003004297499793135	0.004171380486298829	0.0	0.5932642487046632	0.004482656036871855	0.021054078398275042	0.44566171620865	0.2391723080402305
17665	3611781	Calverton CDP, New York	86.0		6517	5.1	46.5	369	754	0.0	0.10161784920073458	0								0.465	0.013196255945987417		0.056621144698480896	0.11569740678226177	6.02052590170527e-05	0.17346938775510204	0.0	0.133358960288243	0.0								0.49352331606217614	0.0794537883659555		0.15241555005953525	0.1941766165784776
17671	3612144	Canandaigua city, New York	111.0	92.0	10402	5.4	59.0	809	1999	0.02767154105736783	0.10752677450690706	158	0.634	0.752563265	0.040148603	0.00535314706532838	0.0080297206	0.0080297206	0.010706294134671621	0.59	0.010671024802922514	0.008844452989809652	0.077773505095174	0.19217458181119015	0.0005143750284952076	0.1836734693877551	0.0392932804408164	0.1411619417668859	0.003910697490223256	0.6339999999999999	0.09839222789004022	0.03203858519605047	0.011862573894300274	0.006407717039210095	0.017793860845898877	0.008543622720014746	0.655440414507772	0.06417986271761432	0.030572892786890092	0.2093545021433847	0.32543839837848043
17676	3612331	Canton village, New York	7.0		6553	9.6	35.9	477	1077	0.07234042553191489	0.2061417275875107	52	1.0							0.359	0.0010682130321989928		0.07279108805127422	0.16435220509690218	6.441378197746803e-05	0.326530612244898	0.10272259942952051	0.27138708636320913	0.0012870649967823375	0.9999999999999998							0.3562176165803108	0.0060970082415570115		0.19594258971356832	0.2776853957336138
17679	3612532	Carmel Hamlet CDP, New York	104.0		6392	9.4	50.2	168	1352	0.07416267942583732	0.20224388969605578	110	0.0							0.502	0.016270337922403004		0.026282853566958697	0.21151439299123906	4.5592332071166124e-05	0.3197278911564626	0.10531017968534437	0.2662398294090548	0.0027226374931934062	0.0							0.5414507772020725	0.09804745242464029		0.07074946302966044	0.3586323294331851
17692	3613233	Cedarhurst village, New York	584.0		6685	6.1	65.5	240	1442	0.09775967413441955	0.3134955165207749	0	0.06293706293706294							0.655	0.08735976065818998		0.03590127150336574	0.2157068062827225	7.984503283232427e-05	0.20748299319727892	0.13881764964238547	0.4131522269435703	0.0	0.06293706293706293							0.7396373056994819	0.5280336579377085		0.09664078805119981	0.3658279879871782
